company_id,name,description,company_size,state,country,city,zip_code,address,url
72292714,Rohlik Group,"Founded in 2014 in the Czech Republic, Rohlik Group is a leading European online grocery delivery service. Active in the Czech Republic (Rohlik.cz), Hungary (Kifli.hu), Austria (Gurkerl.at), Germany (Knuspr.de) and Romania (Sezamo.ro). The company is dynamic and growing rapidly, attaining annual revenues of EUR 750m and unicorn status in 2021. Deploying world-leading technology & logistics, Rohlik can deliver a huge range of quality products (17 000 SKUs+) within 60 minutes and within 15-minute same-day time windows. By owning its end-to-end operations, including having all technology in-house, customers are provided with a superior shopping experience including delivery of the freshest food from local farmers and artisans, as well as a broad supermarket selection and its own private label brands.

To find out more about how our data-led tech company is bringing about a digital revolution whilst accelerating and redefining the retail food industry, go to https://www.rohlik.group/.

If you’re keen to learn new skills, work in a supportive team, and help us craft a world-beating service, then check out the vacancies on https://career.rohlik.group/.

Welcome to Rohlik Group.",5,0,CZ,Prague ,18600,Karolinská 654/2,https://www.linkedin.com/company/rohlikgroup
72519376,Fleming,"Fleming was founded with the goal of creating high-quality digital health, wellness, and AI programs globally. We seek to make people's lives happier, healthier, and more productive by creating empowering self-growth products for everyday life. Our team of experts ranges from innovative AI specialists, creative minds, and imaginative designers to professional medical doctors and data scientists, working together as one to help millions of people around the world.

Now, we're a globally recognized company offering high-quality products that help people live healthier and more efficient lives. 

With 1,2+ million customers worldwide, we're providing unique opportunities, attracting talents to join our fast-growing team, and creating innovative brands in a rapidly growing digital health industry. If you think you're bold, ambitious, and not afraid to challenge yourself, let's talk!",2,0,LT,Vilnius,0,0,https://www.linkedin.com/company/flmngai
76976620,Torc,"Work is changing. We’re making it better. 

Remote work and hybrid models are the future. The increased flexibility from hybrid models creates tremendous benefits for freelance developers and companies alike, but the path to get there isn’t always clear. We’re building Torc because we believe work can be better: more productive, more free, and more secure. For everyone.

Torc is a talent marketplace bringing the most productive freelance developers to the enterprise through an AI, security, and culture-first platform approach. 

Why AI?
Using AI and automation to intelligently match developers with the companies that need them is only the first step. Torc is pioneering the use of data to understand and measure developer productivity. Customers want to understand productivity to manage teams more effectively, and the best developers want to understand it to upskill themselves and be recognized.

Why security?
Torc is designed for enterprise customers. Our team has been doing this for two-decades, not two-years. We know the needs of procurement, HR, legal, and security are distinctly different at large companies. We use simplicity, automation, and technology to overcome the biggest roadblocks to using freelance developers.

Why culture?
Top enterprise software developers are deserting traditional employment in droves for more flexibility, more personalization, and more control over their careers. Our hands-on, community approach is designed to support freelancers in building successful careers as freelance developers, not just finding the next job. Torc is a Community of talent, not just a roster of talent. 

Torc is led by pioneers in the area of distributed talent models, including leaders from Topcoder, Deloitte, Cognizant, Catalant, Atomic Ventures, and Harvard.",1,MA,US,Boston,02210,0,https://www.linkedin.com/company/opentorc
77034372,CoreTek Labs,"Coretek Labs is a AI-focused software engineering partner that empowers organizations across the globe with innovative solutions, unparalleled execution capabilities and unwavering focus on customer satisfaction.

With our core in tech agility & process orientation, we help businesses evolve & elevate their value proposition & look beyond technology.",2,Washington,US,Bellevue,98007,14042 NE 8th St,https://www.linkedin.com/company/coreteklabs
77960624,Prose on Pixels ,"Prose on Pixels is a Global content at scale network, built to address the marketing challenges  of today, and deliver meaningful content  into the future. We are a global creator studio at heart powered by AI. 

We Create, Scale and Personalise content to captivate audiences and achieve desired brand and business outcomes. We deliver production with a performance mindset - resulting in harder working content, reduced waste, and stronger ROI .
",4,England,GB,London,N1C 4AG,3 Pancras Square,https://www.linkedin.com/company/proseonpixels
80330050,Modus Enterprise Transformation Platform,"Modus ETP - An Enterprise Transformation Platform providing Transformation As Usual Practices to Organisations.

It Covers aspects of 

Business Transformation, Strategy Management, Transformation Management Office, Portfolio Management, Programme Management, Project Management, Transformation As Usual, Change Management, Organisational Change Management, Organisational Design, Communication Management, Training Need Analysis, Operating Model, Target Operating Model, Business Transformation Platform, Modus ETP, Modus TAU",1,0,GB,London,0,Mayfair,https://www.linkedin.com/company/modus-business-transformation
84097851,Byborg Enterprises,"Byborg Enterprises SA is a leading global provider of premium online entertainment. With a vast network of brands and platforms, the company is dedicated to delivering high-quality, innovative content to millions of users worldwide. Byborg's commitment to creativity and technology has redefined the online entertainment landscape. ",4,0,FR,Luxembourg,1855,"44, Avenue J. F. Kennedy",https://www.linkedin.com/company/byborg-enterprises
88024317,LiaPlus AI,"LiaPlus AI gives you artificial employees for customer support that gives real results. Our AI Employees speak 18 different languages (such as English, Hindi, and Arabic) and take action after the call (send emails, WhatsApp messages etc). We increase your sales and customer success by reducing manual labour so that humans can spend more time networking and decision-making. We are creating a future where you will hire AI Employees (robots) for short and long-term task delegation.",,Delhi,IN,New Delhi,0,0,https://www.linkedin.com/company/liaplus
89712995,Manulife IT Delivery Center Asia Inc.,"MITDC was established in 2018, Manulife IT Delivery Center (MITDC) is the global financial services provider’s fintech arm that aims to help Manulife achieve its ambition of becoming a digital customer leader. 

When we opened our doors in Manila, our mandate was to develop, implement, and support Manulife’s regional digital platforms for the life insurance businesses of our partners in Asia. Fast forward to today, our scope has grown to also include providing valuable technology support to our Canada Division partners as well as Manulife’s Global Wealth Asset Management (GWAM) business. 

As of end-September 2022, our Manila team has more than 650 employees responsible for various IT services, such as architecture design, application development, testing and production support, among others. 

At MITDC, our culture is anchored in our values, and we are home to a winning team that is collectively focused on Manulife’s mission: Decisions made easier. Lives made better
",4,0,PH,Makati City,0,0,https://www.linkedin.com/company/manulife-it-delivery-asia-center-inc
90785244,CELEBRITY WINGS ENTERTAINMENT LLC,"Celebrity Wings Entertainment is a full-service influencer and celebrity marketing agency, dedicated to connecting top brands with the most influential celebrities and influencers in the industry. 

Our team of experienced professionals specializes in identifying, negotiating and managing partnerships, and developing and executing creative campaigns that effectively showcase our clients' products and services.

Whether it's to increase brand awareness, drive sales, or improve social media engagement and followers, Celebrity Wings Entertainment has the expertise and resources to help you achieve your business objectives. 

Let us help you take your brand to new heights by leveraging the power of celebrity and influencer marketing.",1,Coastal Hwy,US,Lewes,19958,Coastal Hwy,https://www.linkedin.com/company/celebrity-wings-entertainment
91431767,Hippocratic AI,"Hippocratic AI has developed a safety-focused Large Language Model (LLM) for healthcare. The company believes that a safe LLM can dramatically improve healthcare accessibility and health outcomes in the world by bringing deep healthcare expertise to every human. No other technology has the potential to have this level of global impact on health. The company was co-founded by CEO Munjal Shah, alongside a group of physicians, hospital administrators, healthcare professionals, and artificial intelligence researchers from El Camino Health, Johns Hopkins, Stanford, Microsoft, Google, and NVIDIA. Hippocratic AI has received a total of $278 million in funding and is backed by leading investors, including Andreessen Horowitz, General Catalyst, Kleiner Perkins, NVIDIA’s NVentures, Premji Invest, SV Angel, and six health systems. For more information on Hippocratic AI, www.HippocraticAI.com.",2,California,US,Palo Alto,94301,167 Hamilton Ave,https://www.linkedin.com/company/hippocratic-ai-health
96139831,DataAnnotation,"Welcome to DataAnnotation! We pay smart folks to train AI. We offer a remote, flexible work model- you choose your own hours and get to work when you want, whenever you want. Apply now through our open Job Listings. ",6,NY,US,New York,10001,0,https://www.linkedin.com/company/dataannotationtech
96344214,Prompt Engineer Collective,"Our mission is to empower the AI evolution by uniting developers, enthusiasts, and business innovators within the Prompt Engineer Collective – the premier hub for generative AI expertise.

Discover AI’s haven of experts, resources, and collaborators. Visit our site for free generative AI guides, resources, and best practices.

We’re committed to sparking innovation, championing unparalleled collaboration, and nurturing an engaging community eager for critical dialogue and open to exploring the next big idea in AI.",,CA,US,San Carlos,0,0,https://www.linkedin.com/company/prompt-engineer-collective
96951872,Global Coordination Center,"We are your dedicated partner in business excellence, offering a wide range of specialized solutions in IT, administrative support, digital marketing and sales. Join us to unlock unparalleled growth opportunities and propel your company towards unprecedented success.",,0,HK,Hong Kong,0,0,https://www.linkedin.com/company/global-coordination-center
98366908,Acai Travel,"At Acai Travel, we believe the complicated world of travel operations doesn’t have to be complex to use. In this new era of LLMs, we are reimagining the foundational technologies, systems and ways of working that power today’s leading TMCs, OTAs, airlines and hotels. 

We are a global team of passionate adventurers, skilled polyglots, and amateur chefs and musicians with offices in New York and Barcelona. Come join us! ",1,New York,US,New York,10025,250 w 93rd st,https://www.linkedin.com/company/acai-travel
98836393,Parikh Financial,"Parikh Financial offers a wide range of financial services aimed at helping businesses streamline their finance operations. Our team of expert data engineers, financial analysts, bookkeepers, controllers, and CFOs build valuable operational processes to free up time so our clients can focus on core business activities. 

Our comprehensive financial planning and investor relations services are designed to provide expert guidance and tailored strategies to meet individual financial goals. 

We harness data-driven insights to assist businesses in making informed financial decisions and accurate forecasts. Our dedication to maintaining up-to-date financial records and transactions ensures the precise and efficient management of cash flow for our clients. 

With our expertise, businesses can optimize their performance and stay ahead of the competition.",1,Texas,US,Austin,78741,2028 E. Ben White Blvd,https://www.linkedin.com/company/parikh-financial-services
99060746,New Recruitments Hub,"Welcome to New Recruitments Hub, your ultimate destination for navigating the dynamic world of job opportunities! 🌐🚀

At NRH, we specialize in bridging the gap between talented job seekers and forward-thinking companies. Our platform is your one-stop resource for connecting with potential employers, accessing a curated list of jobs shared by top recruiters, and gaining valuable insights into the job market. 🤝💼

Navigate your career journey with confidence as we provide expert tips on resume crafting, empowering you to stand out in a competitive market. Join our community and embark on a transformative experience where career aspirations meet endless possibilities. 💡👩‍💻👨‍💼

Your dream job awaits—let New Recruitments Hub be your guide to success! 🌟 #CareerSuccess #JobSearch #NewRecruitmentsHub",,0,IN,Chennai,0,0,https://www.linkedin.com/company/new-recruitments-hub
99832293,Binom AI,"Binom AI is an artificial intelligence (AI) research company founded in 2018. At the heart of Binom lies a unique methodology of creating digital replicas of knowledge, philosophy, cognitive and decision-making processes of professionals, with a global mission to create a world where no knowledge is ever lost, instead made transparent, available and applied to avoid the repeating mistakes.  

Binom creates AI replicas of individuals, institutions or companies’ intelligence transforming the professional knowledge into highly autonomous systems to further assign them roles, such as Expert, Forecaster, Advisor, Seller, etc.",1,0,0,0,0,0,https://www.linkedin.com/company/binom-ai
100974631,Frontera,"Frontera technology is the first every demonstration of AI driven digital phenotyping of pediatric conditions such as autism.  Our deeptech platform leverages AI/ML to create a robust video-based data model for early intervention and developmental disorders. By collaborating closely with parents, caregivers, and clinical partners, we're bridging the gap in access to care, improving health equity, and providing personalized treatment plans. Backed by leading investors Lightspeed, Lux Capital, Menlo Ventures and Bison Ventures,  Frontera Health is poised for rapid growth.

Frontera is a technology company.  But we also provide services, that include deployment of our technologies, in rural and destitute regions of New Mexico and Colorado.  We do this to fulfill our mission of access to care.  
For career inquires, reach out to recruiting@frontera.health
",2,Colorado,US,Denver,80231,0,https://www.linkedin.com/company/fronterahealth
102690514,Nurix,"Nurix is here to revolutionise customer engagement with intelligent, adaptive AI solutions that drive efficiency, satisfaction, and growth.
Most established and at-scale enterprises are reasonably well organised in how work gets done. These processes have been finetuned over the years and by and large deliver the results for predictable growth and some profitability. Any GenAI driven intervention in the enterprise will need to be deeply integrated into existing workflows seamlessly.
By providing custom AI solutions tailored to your business needs, we are able to augment workflows instead of disrupting them. We harness the power of your structured and unstructured data, and combine it with ongoing evaluation for you to be able to manage and assess the performance of your GenAI application.
Ready to elevate your enterprise with Nurix? Visit nurix.ai to set up a meeting. Let's talk!",1,CA,US,Mountain View,94040,0,https://www.linkedin.com/company/nurixai
104328698,Ruby Labs,"Ruby Labs is a leading tech company that creates innovative consumer products across the health, education, and entertainment sectors. Our journey began in 2018 in London, UK, as a collaboration between two friends with extensive expertise in business, technology, and marketing.

From the start, our vision has been to build a world-class tech company that develops category-leading products used by millions of users worldwide. We aim to create easily accessible platforms that offer engaging and valuable experiences across various aspects of people's lives. Since our launch, we've successfully brought seven consumer products to the global market, each addressing unique needs in health, education, or entertainment.",1,California,US,San Francisco,94108,353 Kearny St,https://www.linkedin.com/company/ruby-labs-company
104647683,Sprout,"You gave your kids screens because you had to. For school. For sanity. For a moment of peace. But what if screen time could help them grow—smarter, more confident, more curious?

That’s what we’re building at Sprout—a way to use screen time to turn daily routines into real growth.

With a little AI and a lot of love, we’ve seen what happens when kids make growth a habit:

🌱 They push beyond their comfort zones—because progress feels rewarding
🌱 They dive deeper—exploring new skills, new challenges, and new wins
🌱 And suddenly, a little routine goes a long way

Because small actions—especially when screens become tools, not time-wasters—compound into something big.

You gave them screens. We help them make the most of it.

Follow Sprout for tips, tools, and real talk about raising curious, capable kids in a digital world.",,0,0,0,0,0,https://www.linkedin.com/company/sproutgoodhabits
105430721,A3Techverse,"We are a forward-thinking digital agency that excels in creating innovative, tailor-made digital experiences. Specializing in frontend and backend development, mobile app solutions, branding, and AI, we bring businesses to the forefront of technology and design. Our team has deep expertise in frontend (React, Vue, Angular, Tailwind CSS), backend (Ruby on Rails, Laravel, Django), mobile (Flutter, React Native), and design, delivering seamless Figma-to-Web conversions and custom interfaces. With skilled ML/AI engineers, we also offer intelligent chatbot development and advanced AI solutions. We’re dedicated to building future-ready products that empower businesses to thrive.",,DE,US,Newark,19702,"254 Chapman Rd, Ste 209",https://www.linkedin.com/company/a3techverse
106327689,TechSynx Labs,"TechSynx is a global leader with two state-of-the-art delivery centers in the U.S. and four strategically located offices across three continents. With 5+ years of expertise, we've successfully delivered 30+ projects and serve 26+ active clients. Guided by visionary leadership with global experience, we drive agility, innovation, and IT excellence.",,California,US,Bakersfield,93306,5500 Cordoba Way,https://www.linkedin.com/company/techsynxlabs
106584045,Mercier Consultancy,,,0,0,0,0,0,https://www.linkedin.com/company/mercier-consultancy
